0,-1489.5999799192618
1,-1488.971705657868
2,-1488.3022396821975
3,-1487.5853469234332
4,-1486.8242898165836
5,-1486.012554899701
6,-1485.1464834515564
7,-1484.2186326420053
8,-1483.2315279579325
9,-1482.1717361069864
10,-1481.0450527555956
11,-1479.8409064472098
12,-1478.5463007594954
13,-1477.168963583769
14,-1475.6888969790666
15,-1474.11130018263
16,-1472.4119069276412
17,-1470.6020740091874
18,-1468.653632193585
19,-1466.5744050334379
20,-1464.3448403597417
21,-1461.9329328786898
22,-1459.3472058114733
23,-1456.5647738127218
24,-1453.6008279217826
25,-1450.4162200846358
26,-51446.99310702797
27,-51443.26288247885
28,-51439.29941094415
29,-51435.033690436845
30,-51430.44068336091
31,-51425.441895161974
32,-51420.10636089196
33,-51414.35381636389
34,-51408.10792561068
35,-51401.40891483148
36,-51394.176382507016
37,-51386.236518826576
38,-51377.72430473711
39,-51368.51520994314
40,-51358.6207196269
41,-51347.83136358658
42,-51336.23060316152
43,-51323.663260836875
44,-51309.93236524438
45,-51295.15241498987
46,-51278.98220040088
47,-51261.36536697188
48,-51242.43026722599
49,-51221.67060990221
50,-51199.01210302165
51,-51174.632989249716
52,-551147.8464977659
