0,500.0
1,524.72
2,542.11551744
3,559.8101679292415
4,582.7623848143404
5,612.0776638200409
6,626.9878757106972
7,642.2613003630097
8,668.9793704581109
9,685.2757079224706
10,707.9062529009022
11,731.2841489967016
12,755.4340767331686
13,773.8364508423886
14,799.0944725978841
15,818.5604139503686
16,838.6773546836129
17,866.051783540486
18,902.2527480924782
19,924.231625036011
20,946.7459074218882
21,977.6476938401387
22,1001.4631916620845
23,1025.8588350109728
24,1067.9190472464227
25,1093.9335552373454
26,1120.8180662908585
27,1176.2313114882784
28,1215.0751743188673
29,1275.1484909371923
30,1306.4865402504647
31,1338.688820494558
32,1371.2992801618054
33,1405.0990648192335
34,1474.5671625838966
35,1510.9122940072643
36,1548.044474544787
37,1599.167095272154
38,1638.1228057129836
39,1678.0274772601517
40,1748.504631305078
41,1821.2424239673692
42,1897.3703572892052
43,1944.0001311899448
44,1991.775878414069
45,2056.787443085504
46,2160.2520786224773
47,2212.8758192577207
48,2285.1040859982927
49,2341.2628040157865
50,2398.295965921611
51,2456.718455651461
52,2517.0947684175517
53,2578.411196976203
54,2662.5705384455064
55,2749.4768408203677
56,2840.6274970472446
57,2957.093224426181
58,3029.766747509679
59,3128.658334148395
60,3204.8724511682503
61,3338.836119627083
62,3475.7284005317933
63,3589.176175525151
64,3676.6085071609436
65,3798.024826501427
66,3891.3650846375263
67,3987.279451243672
68,4084.409578675968
69,4217.724707323951
70,4320.4684811943625
71,4497.607688923332
72,4608.140895486312
73,4799.839556738542
74,4917.8004136849495
75,5119.430230646032
76,5244.13955106457
77,5371.886790528502
78,5504.293056141449
79,5638.377634989054
80,5877.444846712589
81,6020.619403178508
82,6167.281691839937
83,6368.581766261593
84,6576.452275112371
85,6791.107677372039
86,6956.539060392822
87,7127.502964341035
88,7302.66847719268
89,7482.138857688168
90,7666.019902254713
91,7852.764147073638
92,8112.093830266597
93,8379.987616917322
94,8723.567109210933
95,8936.073203991311
96,9231.17808547992
97,9532.483738189985
98,9766.754058539742
99,10004.672187405771
100,10248.386001890976
101,10498.03668489704
102,11032.176791424601
103,11300.920618063703
104,11576.211044319734
105,12057.781423763436
106,12451.347409435075
107,12754.662232328912
108,13175.872197889343
109,13605.93266642845
110,13937.373186182649
111,14508.805486816138
112,14862.23998847498
113,15228.56447971091
114,15602.821680364286
115,15986.27662598092
116,16508.068695052938
117,17338.49058268888
118,18049.368696579124
119,18489.05131802779
120,18948.76308999923
121,19419.90513546897
122,19892.974024568994
123,20542.280696730926
124,21050.085875554116
125,21567.412786031735
126,22451.67671025904
127,23385.666461405814
128,23962.076368346545
129,24963.69116054343
130,25571.806677214267
131,26200.259398113485
132,27068.850397679744
133,27728.24759336722
134,28633.297594814725
135,29330.80472422441
136,30045.303127306517
137,30777.206711487706
138,31533.587343629228
139,32301.745531320037
140,33088.616052462996
141,33894.65473950099
142,35000.976270198305
143,35861.1602630147
144,37331.467833798306
145,38240.86239022963
146,39172.409798055625
147,40450.99725386416
148,41786.85098717577
149,42816.81329030768
150,43869.07929373028
